Transaction_ID,Invoice_Number,Vendor,Department,Amount,Invoice_Date,Due_Date,Payment_Date,Payment_Method,PO_Status,Country,Currency,High_Value,Missing_PO,Late_Payment,Duplicate_Invoice,Risk_Score,Risk_Level
TRX101866,INV201866,Amazon,IT,5054.34,2025-09-24,2025-10-24,2025-10-23,Wire,Yes,United Kingdom,GBP,False,False,False,False,1,Medium
TRX101867,INV208909,Cisco,Accounting,7825.32,2025-11-30,2025-12-30,2026-01-04,Wire,Yes,United States,USD,False,False,True,True,5,High
TRX101868,INV201868,EY,Supply Chain,58215.88,2025-11-02,2025-12-02,2025-11-22,Credit Card,Yes,United States,USD,True,False,False,False,1,Medium
TRX101869,INV201869,Amazon,Procurement,48893.7,2025-11-07,2025-12-07,2025-12-04,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101870,INV201870,Google,Supply Chain,3325.2,2025-10-29,2025-11-28,2025-11-23,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101871,INV201871,PwC,R&D,8205.85,2026-05-06,2026-06-05,2026-05-26,Check,No,Germany,EUR,False,True,False,False,2,Medium
TRX101872,INV201872,Amazon,Marketing,134940.18,2026-07-19,2026-08-18,2026-08-08,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX101873,INV201873,EY,R&D,6797.89,2025-11-22,2025-12-22,2025-12-16,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101874,INV201874,NVIDIA,Legal,9242.27,2026-04-25,2026-05-25,2026-05-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101875,INV201875,IBM,R&D,5332.2,2025-08-08,2025-09-07,2025-08-29,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101876,INV201876,PwC,Marketing,7983.21,2026-03-31,2026-04-30,2026-04-28,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101877,INV201877,Oracle,Procurement,10039.13,2026-04-14,2026-05-14,2026-05-12,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX101878,INV201878,Apple,Finance,9798.54,2025-08-26,2025-09-25,2025-09-18,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101879,INV201879,Intel,Compliance,178167.46,2025-09-16,2025-10-16,2025-10-07,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX101880,INV201880,Apple,IT,824.31,2025-11-24,2025-12-24,2025-12-25,ACH,Yes,Mexico,MXN,False,False,True,False,1,Medium
TRX101881,INV201881,Deloitte,Sales,47976.95,2025-12-30,2026-01-29,2026-01-29,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101882,INV201882,Adobe,IT,5003.16,2026-02-03,2026-03-05,2026-02-27,ACH,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX101883,INV201883,IBM,Engineering,8643.86,2026-06-27,2026-07-27,2026-07-26,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101884,INV201884,KPMG,Engineering,4793.98,2026-04-18,2026-05-18,2026-05-08,Credit Card,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX101885,INV201885,Apple,R&D,10909.4,2025-11-25,2025-12-25,2026-01-31,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101886,INV201886,Cisco,Procurement,9378.69,2025-09-15,2025-10-15,2025-11-10,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101887,INV201887,Lenovo,Accounting,9278.95,2026-07-05,2026-08-04,2026-07-28,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101888,INV201888,Amazon,Accounting,104.6,2025-11-19,2025-12-19,2025-12-15,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101889,INV201889,IBM,Procurement,5777.01,2026-03-16,2026-04-15,2026-04-06,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX101890,INV201890,PwC,IT,5966.29,2025-10-23,2025-11-22,2025-11-25,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX101891,INV201891,Lenovo,IT,9733.48,2025-09-21,2025-10-21,2025-10-15,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101892,INV201892,Adobe,Compliance,4756.94,2025-09-29,2025-10-29,2025-10-21,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX101893,INV201893,Deloitte,Marketing,61276.78,2026-05-04,2026-06-03,2026-06-14,ACH,Yes,Mexico,MXN,True,False,True,False,2,Medium
TRX101894,INV201894,PwC,Compliance,6319.83,2026-03-13,2026-04-12,2026-04-08,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101895,INV201895,KPMG,R&D,34259.76,2026-01-03,2026-02-02,2026-01-29,Check,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101896,INV201896,Google,Accounting,17088.66,2026-02-21,2026-03-23,2026-03-18,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101897,INV201897,Accenture,Engineering,7877.52,2026-01-23,2026-02-22,2026-02-22,ACH,Yes,South Korea,KRW,False,False,False,False,0,Low
TRX101898,INV201898,Accenture,Procurement,26106.37,2026-02-16,2026-03-18,2026-04-10,Check,Yes,Mexico,MXN,False,False,True,False,1,Medium
TRX101899,INV201899,Dell Technologies,HR,25044.67,2026-04-04,2026-05-04,2026-05-04,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101900,INV201900,Intel,Operations,9922.29,2025-10-22,2025-11-21,2025-11-21,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101901,INV201901,Accenture,Accounting,4108.85,2025-11-02,2025-12-02,2025-11-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101902,INV201902,EY,Marketing,4039.51,2026-05-07,2026-06-06,2026-06-05,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX101903,INV201903,Adobe,Sales,6128.72,2026-06-19,2026-07-19,2026-07-17,Check,No,United States,USD,False,True,False,False,2,Medium
TRX101904,INV201904,Microsoft,Compliance,435.72,2025-09-02,2025-10-02,2025-09-25,Wire,Yes,Japan,JPY,False,False,False,False,1,Medium
TRX101905,INV201905,CDW,Engineering,5122.88,2026-01-14,2026-02-13,2026-02-05,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101906,INV201906,CDW,Supply Chain,753.57,2026-04-18,2026-05-18,2026-05-13,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101907,INV201907,Microsoft,Engineering,1007.49,2025-09-01,2025-10-01,2025-10-24,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX101908,INV201908,Cisco,Supply Chain,36269.07,2026-02-26,2026-03-28,2026-03-27,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101909,INV201909,CDW,Accounting,36547.69,2025-08-26,2025-09-25,2025-09-24,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101910,INV201910,CDW,Customer Service,125870.82,2026-02-20,2026-03-22,2026-03-25,Wire,Yes,United States,USD,True,False,True,False,3,High
TRX101911,INV201911,Cisco,Procurement,55726.99,2026-02-05,2026-03-07,2026-03-02,Wire,Yes,United States,USD,True,False,False,False,2,Medium
TRX101912,INV201912,Google,HR,2766.34,2026-03-01,2026-03-31,2026-03-26,Wire,Yes,Canada,CAD,False,False,False,False,1,Medium
TRX101913,INV201913,Intel,Operations,479.33,2025-09-27,2025-10-27,2025-10-19,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101914,INV201914,Intel,Compliance,2586.94,2025-12-02,2026-01-01,2026-01-29,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101915,INV201915,CDW,IT,2541.59,2026-02-10,2026-03-12,2026-04-18,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101916,INV201916,Lenovo,Compliance,44651.69,2025-09-15,2025-10-15,2025-10-14,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX101917,INV201917,Apple,Operations,3346.02,2025-10-18,2025-11-17,2025-11-12,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101918,INV201918,Intel,Legal,5796.89,2026-03-05,2026-04-04,2026-04-03,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101919,INV201919,CDW,R&D,1111.99,2025-09-06,2025-10-06,2025-10-15,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101920,INV201920,Dell Technologies,Operations,2702.21,2026-02-06,2026-03-08,2026-03-06,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101921,INV209307,SAP,Compliance,175.26,2026-05-26,2026-06-25,2026-06-24,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX101922,INV201922,EY,Accounting,66979.53,2026-01-16,2026-02-15,2026-02-12,ACH,Yes,Mexico,MXN,True,False,False,False,1,Medium
TRX101923,INV201923,Intel,Customer Service,7955.17,2026-02-07,2026-03-09,2026-03-04,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101924,INV201924,Accenture,Accounting,3344.88,2026-01-18,2026-02-17,2026-02-09,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101925,INV201925,KPMG,Engineering,30980.99,2025-08-25,2025-09-24,2025-09-20,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101926,INV201926,CDW,IT,72452.97,2026-01-20,2026-02-19,2026-03-04,ACH,No,Canada,CAD,True,True,True,False,4,High
TRX101927,INV201927,Microsoft,R&D,4620.67,2026-05-26,2026-06-25,2026-06-16,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101928,INV201928,CDW,Engineering,40310.59,2026-04-25,2026-05-25,2026-05-20,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101929,INV201929,NVIDIA,Legal,1454.81,2025-12-26,2026-01-25,2026-01-21,ACH,No,Mexico,MXN,False,True,False,False,2,Medium
TRX101930,INV201930,EY,Supply Chain,7567.47,2026-05-29,2026-06-28,2026-06-22,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101931,INV201931,Intel,Supply Chain,7433.94,2026-05-03,2026-06-02,2026-05-31,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101932,INV201932,NVIDIA,R&D,41504.31,2026-03-03,2026-04-02,2026-04-07,ACH,Yes,United Kingdom,GBP,False,False,True,False,1,Medium
TRX101933,INV201933,Amazon,Accounting,27124.29,2025-08-20,2025-09-19,2025-09-11,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX101934,INV201934,IBM,R&D,6427.73,2025-12-08,2026-01-07,2025-12-31,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101935,INV201935,Amazon,R&D,3242.03,2025-08-27,2025-09-26,2025-09-21,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101936,INV201936,HP,Supply Chain,37279.8,2026-08-02,2026-09-01,2026-08-26,Check,Yes,United States,USD,False,False,False,True,3,High
TRX101937,INV201937,EY,Customer Service,123594.41,2026-07-12,2026-08-11,2026-08-04,ACH,Yes,Canada,CAD,True,False,False,False,1,Medium
TRX101938,INV201938,SAP,Operations,7494.31,2025-08-29,2025-09-28,2025-09-26,Credit Card,Yes,Germany,EUR,False,False,False,False,0,Low
TRX101939,INV201939,SAP,Sales,60438.98,2026-07-11,2026-08-10,2026-08-02,Wire,Yes,United States,USD,True,False,False,False,2,Medium
TRX101940,INV201940,IBM,Sales,15051.82,2025-08-15,2025-09-14,2025-09-14,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101941,INV201941,Lenovo,Engineering,989.52,2025-12-31,2026-01-30,2026-01-24,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101942,INV201942,NVIDIA,Finance,7692.66,2026-05-12,2026-06-11,2026-06-02,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101943,INV201943,NVIDIA,Procurement,2677.37,2026-05-11,2026-06-10,2026-07-13,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101944,INV201944,EY,Finance,6224.25,2026-07-28,2026-08-27,2026-08-27,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101945,INV201945,Google,Engineering,625.65,2026-03-28,2026-04-27,2026-05-09,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101946,INV201946,Apple,Procurement,2063.38,2026-01-04,2026-02-03,2026-02-15,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101947,INV201947,Oracle,Compliance,98873.39,2026-08-02,2026-09-01,2026-08-31,Credit Card,Yes,United States,USD,True,False,False,False,1,Medium
TRX101948,INV201948,HP,Marketing,159920.77,2025-12-21,2026-01-20,2026-01-31,Check,Yes,United States,USD,True,False,True,False,2,Medium
TRX101949,INV201949,PwC,Supply Chain,8977.39,2026-06-18,2026-07-18,2026-07-13,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101950,INV201950,PwC,Sales,9402.99,2026-07-01,2026-07-31,2026-07-22,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101951,INV201951,KPMG,Sales,3991.51,2025-12-19,2026-01-18,2026-01-08,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101952,INV201952,KPMG,Customer Service,14659.16,2026-04-10,2026-05-10,2026-05-20,Wire,Yes,United States,USD,False,False,True,False,2,Medium
TRX101953,INV200779,Oracle,Customer Service,791.84,2026-04-03,2026-05-03,2026-04-26,Wire,Yes,Canada,CAD,False,False,False,True,4,High
TRX101954,INV201954,KPMG,Engineering,4954.24,2026-02-17,2026-03-19,2026-03-25,ACH,No,United Kingdom,GBP,False,True,True,False,3,High
TRX101955,INV201955,Deloitte,Sales,377.98,2026-03-31,2026-04-30,2026-04-21,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101956,INV201956,Microsoft,Supply Chain,472.81,2025-12-09,2026-01-08,2026-01-06,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101957,INV201957,Accenture,Supply Chain,8649.87,2025-10-08,2025-11-07,2025-11-07,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101958,INV206043,NVIDIA,Operations,1928.1,2026-02-16,2026-03-18,2026-03-14,Check,Yes,Germany,EUR,False,False,False,True,3,High
TRX101959,INV201959,Microsoft,Sales,9782.1,2026-02-13,2026-03-15,2026-03-11,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101960,INV201960,EY,HR,757.44,2026-04-27,2026-05-27,2026-05-30,Credit Card,Yes,United States,USD,False,False,True,False,1,Medium
TRX101961,INV201961,Apple,Finance,35716.47,2025-10-24,2025-11-23,2025-11-22,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101962,INV201962,Cisco,Procurement,8691.78,2025-08-05,2025-09-04,2025-08-25,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101963,INV201963,HP,Procurement,6899.06,2025-08-12,2025-09-11,2025-09-10,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX101964,INV201964,IBM,Engineering,2151.73,2025-11-21,2025-12-21,2025-12-21,Check,No,United States,USD,False,True,False,False,2,Medium
TRX101965,INV201965,IBM,Finance,7736.63,2026-04-07,2026-05-07,2026-04-28,ACH,Yes,United States,USD,False,False,False,True,3,High
TRX101966,INV201966,Oracle,Finance,7244.54,2026-02-19,2026-03-21,2026-03-16,Wire,Yes,Canada,CAD,False,False,False,False,1,Medium
TRX101967,INV201967,Google,Sales,162015.96,2026-02-14,2026-03-16,2026-03-10,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX101968,INV201968,PwC,Finance,4607.9,2026-06-01,2026-07-01,2026-07-14,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101969,INV201969,SAP,Marketing,2916.06,2025-11-02,2025-12-02,2025-12-13,ACH,Yes,Germany,EUR,False,False,True,False,1,Medium
TRX101970,INV201970,Dell Technologies,Customer Service,9821.64,2025-12-08,2026-01-07,2026-01-01,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101971,INV204644,Cisco,Engineering,49782.68,2025-11-12,2025-12-12,2025-12-08,Wire,Yes,Canada,CAD,False,False,False,True,4,High
TRX101972,INV201972,Dell Technologies,R&D,157351.0,2026-07-13,2026-08-12,2026-08-07,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX101973,INV201973,Dell Technologies,R&D,9691.97,2026-04-26,2026-05-26,2026-05-20,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101974,INV201974,PwC,HR,7649.46,2025-09-14,2025-10-14,2025-10-04,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX101975,INV201975,IBM,Finance,4870.34,2026-05-27,2026-06-26,2026-06-17,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101976,INV201976,KPMG,IT,6030.76,2026-01-04,2026-02-03,2026-01-25,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101977,INV201977,Google,Marketing,2885.85,2026-05-11,2026-06-10,2026-06-01,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101978,INV201978,Dell Technologies,Sales,44658.17,2026-06-23,2026-07-23,2026-07-13,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX101979,INV201979,Lenovo,Procurement,7707.28,2025-08-09,2025-09-08,2025-09-04,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX101980,INV201980,Accenture,Customer Service,9980.59,2025-10-18,2025-11-17,2025-11-13,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101981,INV201981,Amazon,Marketing,20043.98,2025-09-09,2025-10-09,2025-09-30,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101982,INV201982,Deloitte,Accounting,363.79,2025-08-16,2025-09-15,2025-10-26,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101983,INV201983,Adobe,R&D,123347.63,2026-03-10,2026-04-09,2026-03-30,ACH,Yes,Mexico,MXN,True,False,False,False,1,Medium
TRX101984,INV201984,NVIDIA,Procurement,5968.2,2026-04-18,2026-05-18,2026-05-20,Credit Card,Yes,United States,USD,False,False,True,False,1,Medium
TRX101985,INV201985,Cisco,Supply Chain,4584.33,2025-08-21,2025-09-20,2025-09-17,Wire,Yes,United Kingdom,GBP,False,False,False,False,1,Medium
TRX101986,INV201986,SAP,HR,193083.13,2026-05-02,2026-06-01,2026-05-25,Wire,Yes,Canada,CAD,True,False,False,False,2,Medium
TRX101987,INV201987,Dell Technologies,Finance,1899.09,2025-12-29,2026-01-28,2026-01-26,Wire,Yes,Canada,CAD,False,False,False,False,1,Medium
TRX101988,INV201988,CDW,IT,2125.16,2025-10-28,2025-11-27,2025-11-22,ACH,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX101989,INV201989,Cisco,Customer Service,8243.6,2025-10-22,2025-11-21,2025-12-21,Check,Yes,Germany,EUR,False,False,True,False,1,Medium
TRX101990,INV201990,HP,Compliance,3597.01,2026-06-16,2026-07-16,2026-07-09,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101991,INV201991,Microsoft,Finance,110447.65,2025-08-24,2025-09-23,2025-09-17,Credit Card,Yes,United States,USD,True,False,False,False,1,Medium
TRX101992,INV201992,Apple,R&D,4524.62,2026-02-04,2026-03-06,2026-03-03,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX101993,INV201993,Adobe,Customer Service,7705.9,2025-11-17,2025-12-17,2025-12-16,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101994,INV201994,Adobe,Customer Service,2567.98,2026-05-29,2026-06-28,2026-07-16,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX101995,INV201995,CDW,Supply Chain,5937.49,2026-04-28,2026-05-28,2026-05-27,Wire,Yes,United States,USD,False,False,False,True,4,High
TRX101996,INV201996,CDW,Supply Chain,145832.24,2025-11-28,2025-12-28,2025-12-21,ACH,Yes,United States,USD,True,False,False,False,1,Medium
TRX101997,INV201997,HP,Legal,7524.08,2026-03-10,2026-04-09,2026-04-05,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX101998,INV201998,Microsoft,Procurement,2735.12,2026-04-07,2026-05-07,2026-04-29,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX101999,INV201999,Deloitte,Operations,2962.15,2025-11-29,2025-12-29,2025-12-20,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX102000,INV202000,Adobe,Marketing,43924.86,2025-11-22,2025-12-22,2026-01-11,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102001,INV209482,PwC,Compliance,981.33,2025-09-25,2025-10-25,2025-10-17,Wire,Yes,United States,USD,False,False,False,True,4,High
TRX102002,INV202002,Adobe,Accounting,46077.46,2026-04-02,2026-05-02,2026-04-23,ACH,Yes,Canada,CAD,False,False,False,False,0,Low
TRX102003,INV202003,EY,Supply Chain,8861.01,2025-10-23,2025-11-22,2025-11-30,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX102004,INV202004,Accenture,Finance,31500.07,2025-11-21,2025-12-21,2025-12-15,Check,Yes,Mexico,MXN,False,False,False,False,0,Low
TRX102005,INV202005,Apple,Supply Chain,184124.54,2025-08-26,2025-09-25,2025-09-17,ACH,Yes,United Kingdom,GBP,True,False,False,False,1,Medium
TRX102006,INV202006,NVIDIA,Supply Chain,9278.31,2026-07-17,2026-08-16,2026-08-13,Credit Card,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX102007,INV202007,PwC,Marketing,354.36,2026-06-21,2026-07-21,2026-07-17,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102008,INV202008,Oracle,Compliance,5677.95,2026-07-03,2026-08-02,2026-07-29,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102009,INV202009,Oracle,Supply Chain,36973.62,2026-03-21,2026-04-20,2026-04-12,ACH,Yes,Germany,EUR,False,False,False,False,0,Low
TRX102010,INV202010,IBM,Procurement,25684.18,2026-01-07,2026-02-06,2026-03-15,Check,Yes,United States,USD,False,False,True,False,1,Medium
TRX102011,INV204373,Adobe,Finance,2370.44,2026-02-01,2026-03-03,2026-02-22,Wire,Yes,United States,USD,False,False,False,True,4,High
TRX102012,INV202012,Microsoft,Procurement,35693.07,2026-07-25,2026-08-24,2026-08-18,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX102013,INV202013,Google,HR,24161.7,2026-07-14,2026-08-13,2026-08-21,ACH,Yes,United States,USD,False,False,True,True,4,High
TRX102014,INV205896,Lenovo,Marketing,547.16,2026-04-06,2026-05-06,2026-05-02,Wire,Yes,United States,USD,False,False,False,True,4,High
TRX102015,INV202015,Lenovo,Supply Chain,2721.83,2026-05-18,2026-06-17,2026-06-07,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102016,INV202016,Accenture,Finance,3446.38,2025-11-28,2025-12-28,2025-12-20,Credit Card,Yes,Canada,CAD,False,False,False,True,3,High
TRX102017,INV202017,HP,IT,1338.07,2026-01-03,2026-02-02,2026-02-01,Credit Card,Yes,United States,USD,False,False,False,False,0,Low
TRX102018,INV202018,Lenovo,Supply Chain,2356.73,2025-09-27,2025-10-27,2025-10-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102019,INV202019,Deloitte,Procurement,774.68,2025-12-19,2026-01-18,2026-01-09,ACH,Yes,South Korea,KRW,False,False,False,False,0,Low
TRX102020,INV202020,Amazon,Customer Service,49768.84,2026-05-07,2026-06-06,2026-06-06,Wire,Yes,Mexico,MXN,False,False,False,False,1,Medium
TRX102021,INV202021,Cisco,Engineering,2403.22,2026-01-24,2026-02-23,2026-02-19,Check,Yes,Japan,JPY,False,False,False,False,0,Low
TRX102022,INV202022,Microsoft,IT,5159.33,2026-06-10,2026-07-10,2026-06-30,Check,Yes,United Kingdom,GBP,False,False,False,False,0,Low
TRX102023,INV202023,SAP,Procurement,1333.24,2025-11-22,2025-12-22,2025-12-17,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX102024,INV202024,Adobe,Finance,26655.63,2026-04-19,2026-05-19,2026-05-27,Wire,Yes,Germany,EUR,False,False,True,False,2,Medium
TRX102025,INV202025,Apple,R&D,7031.93,2026-05-25,2026-06-24,2026-06-23,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX102026,INV202026,Dell Technologies,Compliance,8349.95,2026-07-04,2026-08-03,2026-07-28,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102027,INV202027,Amazon,R&D,3331.84,2026-02-25,2026-03-27,2026-03-23,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102028,INV202028,CDW,Operations,8067.19,2026-07-24,2026-08-23,2026-08-22,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102029,INV202029,Deloitte,Legal,6918.02,2026-02-23,2026-03-25,2026-03-31,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102030,INV202030,Microsoft,Accounting,1434.2,2025-09-22,2025-10-22,2025-10-14,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102031,INV202031,NVIDIA,Sales,3876.75,2025-10-31,2025-11-30,2025-11-25,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102032,INV202032,Microsoft,Sales,31512.7,2025-10-17,2025-11-16,2025-11-29,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102033,INV202033,IBM,Accounting,2673.06,2026-03-28,2026-04-27,2026-04-17,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102034,INV202034,EY,IT,21948.54,2026-07-07,2026-08-06,2026-08-30,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102035,INV202035,Lenovo,Operations,41420.69,2026-06-10,2026-07-10,2026-07-19,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102036,INV202036,Intel,R&D,1702.11,2025-09-06,2025-10-06,2025-10-21,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102037,INV202037,Accenture,HR,388.92,2026-04-26,2026-05-26,2026-05-20,Wire,No,United States,USD,False,True,False,True,6,High
TRX102038,INV202038,Deloitte,R&D,4309.0,2025-10-12,2025-11-11,2025-11-06,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102039,INV202039,IBM,Compliance,7727.2,2025-11-10,2025-12-10,2025-12-04,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102040,INV202040,CDW,HR,631.62,2026-04-07,2026-05-07,2026-05-07,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102041,INV202041,IBM,IT,7644.16,2026-03-12,2026-04-11,2026-04-08,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX102042,INV202042,Intel,Customer Service,374.71,2026-06-19,2026-07-19,2026-07-13,Wire,Yes,United States,USD,False,False,False,False,1,Medium
TRX102043,INV202043,Deloitte,Compliance,130011.34,2025-10-11,2025-11-10,2025-11-06,Credit Card,Yes,Germany,EUR,True,False,False,False,1,Medium
TRX102044,INV207854,PwC,Finance,5929.22,2026-05-09,2026-06-08,2026-07-09,Wire,No,United States,USD,False,True,True,True,7,High
TRX102045,INV202045,Apple,Marketing,8836.54,2026-04-26,2026-05-26,2026-05-16,Check,Yes,United States,USD,False,False,False,False,0,Low
TRX102046,INV202046,HP,R&D,1724.69,2026-02-24,2026-03-26,2026-03-28,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102047,INV202047,Cisco,Supply Chain,7380.62,2026-01-26,2026-02-25,2026-03-03,ACH,Yes,United States,USD,False,False,True,False,1,Medium
TRX102048,INV208792,Lenovo,Compliance,11923.75,2026-06-18,2026-07-18,2026-07-18,ACH,No,United Kingdom,GBP,False,True,False,True,5,High
TRX102049,INV202049,Oracle,IT,6750.32,2025-12-03,2026-01-02,2025-12-26,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102050,INV202050,Adobe,Finance,9451.27,2026-07-20,2026-08-19,2026-08-19,ACH,Yes,United States,USD,False,False,False,False,0,Low
TRX102051,INV202051,IBM,Compliance,8812.54,2025-08-09,2025-09-08,2025-09-01,ACH,Yes,United States,USD,False,False,False,False,0,Low
